Group	test	back	RELAX_pval	RELAX_kval	aBSREL_pval	BUSTED_pval
Squamata	Euleptes_europaea	`Gekko_japonicus,Paroedura_picta,Node3,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.5851	0.62	NA	0.5000
Squamata	Gekko_japonicus	`Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.1461	0.32	NA	0.5000
Squamata	Hemicordylus_capensis	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.1101	0.62	NA	0.4981
Squamata	Lacerta_agilis	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.5733	0.53	NA	0.5000
Squamata	Pantherophis_guttatus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.2758	0.00	NA	0.3715
Squamata	Podarcis_muralis	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.7694	0.85	NA	0.5000
Squamata	Podarcis_raffonei	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.5737	0.53	NA	0.5000
Squamata	Pogona_vitticeps	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.7514	1.08	NA	0.5000
Squamata	Protobothrops_mucrosquamatus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.8942	0.84	NA	0.5000
Squamata	Python_bivittatus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	1.0000	0.90	NA	0.5000
Squamata	Sceloporus_undulatus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.9283	1.06	NA	0.5000
Squamata	Sphaerodactylus_townsendi	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.6417	0.84	NA	0.3013
Squamata	Thamnophis_elegans	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	1.0000	0.90	NA	0.5000
Squamata	Thamnophis_sirtalis	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.7503	0.61	NA	0.5000
Squamata	Varanus_komodoensis	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.1551	0.67	NA	0.4074
Squamata	Zootoca_vivipara	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.1205	1.79	0.02838	0.0509
Squamata	Aspidoscelis_marmoratus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.0315	0.00	NA	0.5000
Squamata	Bothrops_jararaca	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.8454	0.72	NA	0.5000
Squamata	Pantherophis_obsoletus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.9067	0.86	NA	0.5000
Squamata	Paroedura_picta	`Gekko_japonicus,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	1.0000	0.99	NA	0.5000
Squamata	Phrynosoma_platyrhinos	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.6787	0.80	NA	0.5000
Squamata	Pituophis_catenifer	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.8564	0.90	NA	0.5000
Squamata	Ptyas_mucosa	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	1.0000	0.92	NA	0.5000
Squamata	Python_molurus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	1.0000	0.78	NA	0.5000
Squamata	Salvator_merianae	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.3612	2.68	0.00039	0.0019
Squamata	Vipera_berus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10,Sphenodon_punctatus`	0.0684	0.10	NA	0.5000
Squamata	Sphenodon_punctatus	`Gekko_japonicus,Paroedura_picta,Node3,Euleptes_europaea,Sphaerodactylus_townsendi,Node6,Node2,Eublepharis_macularius,Node1,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Node15,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Node25,Pituophis_catenifer,Node24,Node22,Thamnophis_elegans,Thamnophis_sirtalis,Node29,Node21,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Node35,Protobothrops_mucrosquamatus,Node34,Node32,Node20,Node18,Node14,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Node44,Node42,Pogona_vitticeps,Node41,Node39,Node13,Aspidoscelis_marmoratus,Salvator_merianae,Node49,Podarcis_raffonei,Podarcis_muralis,Node54,Lacerta_agilis,Node53,Zootoca_vivipara,Node52,Node48,Node12,Node10`	0.0017	0.00	0.01157	0.0167
